date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:02:26	66992/66992	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Feb%202015%2010:57:15%20GMT	http://lasik2c.com/images/slider/banner1.jpg	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/slider/banner1.jpg	(from http://lasik2c.com/)
14:02:27	73557/73557	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Mar%202015%2011:18:45%20GMT	http://lasik2c.com/images/slider/banner4.jpg	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/slider/banner4.jpg	(from http://lasik2c.com/)
14:02:28	77498/77498	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:28%20GMT	http://lasik2c.com/18-latest-news/87-we-ve-partnered-with-vsp-insurance	C:/My%20Web%20Sites/lasik2c/lasik2c.com/18-latest-news/87-we-ve-partnered-with-vsp-insurance.html	(from http://lasik2c.com/)
14:02:30	14113/14113	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Apr%202015%2012:29:46%20GMT	http://lasik2c.com/cache/mod_news_show_sp2/nssp2_thumbs/219/news1.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/cache/mod_news_show_sp2/nssp2_thumbs/219/news1.png	(from http://lasik2c.com/)
14:02:30	77998/77998	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:30%20GMT	http://lasik2c.com/18-latest-news/84-corneal-transplant-patient-thanks-ultravision	C:/My%20Web%20Sites/lasik2c/lasik2c.com/18-latest-news/84-corneal-transplant-patient-thanks-ultravision.html	(from http://lasik2c.com/)
14:02:30	2518/2518	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Apr%202015%2012:29:46%20GMT	http://lasik2c.com/cache/mod_news_show_sp2/nssp2_thumbs/219/corneal_transplant_patient.jpg	C:/My%20Web%20Sites/lasik2c/lasik2c.com/cache/mod_news_show_sp2/nssp2_thumbs/219/corneal_transplant_patient.jpg	(from http://lasik2c.com/)
14:02:31	78886/78886	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:02:32%20GMT	http://lasik2c.com/18-latest-news/83-cataract-surgery-by-dr-tomy-starck-in-san-antonio-kens-5-interviewcataract-surgery-by-dr-tomy-starck-in-san-antonio-kens-5-interview-2012	C:/My%20Web%20Sites/lasik2c/lasik2c.com/18-latest-news/83-cataract-surgery-by-dr-tomy-starck-in-san-antonio-kens-5-interviewcataract-surgery-by-dr-tomy-starck-in-san-antonio-kens-5-interview-2012.html	(from http://lasik2c.com/)
14:02:33	10476/10476	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Apr%202015%2012:29:46%20GMT	http://lasik2c.com/cache/mod_news_show_sp2/nssp2_thumbs/219/news2.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/cache/mod_news_show_sp2/nssp2_thumbs/219/news2.png	(from http://lasik2c.com/)
14:02:34	17101/17101	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jan%202015%2017:07:25%20GMT	http://lasik2c.com/images/features/1.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/features/1.png	(from http://lasik2c.com/)
14:02:36	19482/19482	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jan%202015%2017:52:42%20GMT	http://lasik2c.com/images/features/4.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/features/4.png	(from http://lasik2c.com/)
14:02:37	17586/17586	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jan%202015%2017:52:42%20GMT	http://lasik2c.com/images/features/3.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/features/3.png	(from http://lasik2c.com/)
14:02:40	19198/19198	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jan%202015%2017:52:43%20GMT	http://lasik2c.com/images/features/2.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/features/2.png	(from http://lasik2c.com/)
14:02:53	92995/92995	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jan%202015%2006:40:25%20GMT	http://lasik2c.com/images/spsimpleportfolio/dr-john-day-testimonial/Dr_John_Day_600x400.jpg	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/spsimpleportfolio/dr-john-day-testimonial/Dr_John_Day_600x400.jpg	(from http://lasik2c.com/)
14:02:54	85815/85815	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jan%202015%2006:46:21%20GMT	http://lasik2c.com/images/spsimpleportfolio/dr-chu-testimonial/Dr_Chu_600x400.jpg	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/spsimpleportfolio/dr-chu-testimonial/Dr_Chu_600x400.jpg	(from http://lasik2c.com/)
14:03:09	102810/102810	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jan%202015%2006:47:41%20GMT	http://lasik2c.com/images/spsimpleportfolio/dr-chu-dr-patel/Dr_Chu_Dr_Patel_600x400.jpg	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/spsimpleportfolio/dr-chu-dr-patel/Dr_Chu_Dr_Patel_600x400.jpg	(from http://lasik2c.com/)
14:03:09	96629/96629	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jan%202015%2006:50:10%20GMT	http://lasik2c.com/images/spsimpleportfolio/dr-michelle-cantu-testimonial/Dr_Michelle_Cantu_600x400.jpg	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/spsimpleportfolio/dr-michelle-cantu-testimonial/Dr_Michelle_Cantu_600x400.jpg	(from http://lasik2c.com/)
14:03:11	9003/9003	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jan%202015%2020:18:45%20GMT	http://lasik2c.com/images/payment_options/logo-care-credit.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/payment_options/logo-care-credit.png	(from http://lasik2c.com/)
14:03:11	7446/7446	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jan%202015%2020:18:45%20GMT	http://lasik2c.com/images/payment_options/logo-care-credit-calculator.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/payment_options/logo-care-credit-calculator.png	(from http://lasik2c.com/)
14:03:20	409786/409786	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Apr%202015%2011:39:08%20GMT	http://lasik2c.com/images/slider/tomy_starck_02.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/slider/tomy_starck_02.png	(from http://lasik2c.com/)
14:03:22	59527/59527	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:03:22%20GMT	http://lasik2c.com/e-scheduler	C:/My%20Web%20Sites/lasik2c/lasik2c.com/e-scheduler.html	(from http://lasik2c.com/)
14:03:24	6224/6224	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Jan%202015%2015:21:11%20GMT	http://lasik2c.com/images/scheduler.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/scheduler.png	(from http://lasik2c.com/)
14:03:25	8699/8699	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Jan%202015%2015:21:10%20GMT	http://lasik2c.com/images/next.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/next.png	(from http://lasik2c.com/)
14:03:26	1684/1684	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jan%202015%2012:12:52%20GMT	http://lasik2c.com/images/social/1.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/social/1.png	(from http://lasik2c.com/)
14:03:26	2054/2054	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jan%202015%2012:12:51%20GMT	http://lasik2c.com/images/social/2.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/social/2.png	(from http://lasik2c.com/)
14:03:27	1802/1802	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jan%202015%2012:12:51%20GMT	http://lasik2c.com/images/social/3.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/social/3.png	(from http://lasik2c.com/)
14:03:27	2839/2839	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jan%202015%2022:03:10%20GMT	http://lasik2c.com/images/social/4.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/social/4.png	(from http://lasik2c.com/)
14:03:28	30887/30887	---MCZ	404	error ('Category%20not%20found')	text/html	date:Fri,%2015%20Jan%202016%2020:03:29%20GMT	http://lasik2c.com/index.php/en/testimonials	C:/My%20Web%20Sites/lasik2c/lasik2c.com/index.php/en/testimonials	(from http://lasik2c.com/)
14:03:29	49400/49400	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jan%202016%2020:03:30%20GMT	http://lasik2c.com/index.php/lasik/am-i-a-candidate	C:/My%20Web%20Sites/lasik2c/lasik2c.com/index.php/lasik/am-i-a-candidate.html	(from http://lasik2c.com/)
14:03:30	30878/30878	---MCZ	404	error ('Category%20not%20found')	text/html	date:Fri,%2015%20Jan%202016%2020:03:31%20GMT	http://lasik2c.com/index.php/en/faq	C:/My%20Web%20Sites/lasik2c/lasik2c.com/index.php/en/faq	(from http://lasik2c.com/)
14:03:31	5194/5194	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/img/broken-image.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/img/broken-image.png	(from http://lasik2c.com/plugins/system/jcemediabox/css/jcemediabox.css?380a314203b6e1c4df5166f3a813030a)
14:03:31	2236/2236	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/img/broken-media.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/img/broken-media.png	(from http://lasik2c.com/plugins/system/jcemediabox/css/jcemediabox.css?380a314203b6e1c4df5166f3a813030a)
14:03:32	4737/4737	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/img/broken-page.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/img/broken-page.png	(from http://lasik2c.com/plugins/system/jcemediabox/css/jcemediabox.css?380a314203b6e1c4df5166f3a813030a)
14:03:33	1804/1804	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/img/zoom-img.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/img/zoom-img.png	(from http://lasik2c.com/plugins/system/jcemediabox/css/jcemediabox.css?380a314203b6e1c4df5166f3a813030a)
14:03:33	122/122	---M--	200	added ('OK')	image/gif	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/img/zoom-link.gif	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/img/zoom-link.gif	(from http://lasik2c.com/plugins/system/jcemediabox/css/jcemediabox.css?380a314203b6e1c4df5166f3a813030a)
14:03:34	2767/2767	---M--	200	added ('OK')	image/gif	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/themes/light/img/loader.gif	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/themes/light/img/loader.gif	(from http://lasik2c.com/plugins/system/jcemediabox/themes/light/css/style.css?5b26173937680c0f1ce985cf96253c9e)
14:03:34	261/261	---M--	200	added ('OK')	image/gif	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/themes/light/img/close.gif	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/themes/light/img/close.gif	(from http://lasik2c.com/plugins/system/jcemediabox/themes/light/css/style.css?5b26173937680c0f1ce985cf96253c9e)
14:03:34	297/297	---M--	200	added ('OK')	image/gif	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/themes/light/img/prev.gif	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/themes/light/img/prev.gif	(from http://lasik2c.com/plugins/system/jcemediabox/themes/light/css/style.css?5b26173937680c0f1ce985cf96253c9e)
14:03:35	296/296	---M--	200	added ('OK')	image/gif	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/themes/light/img/next.gif	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/themes/light/img/next.gif	(from http://lasik2c.com/plugins/system/jcemediabox/themes/light/css/style.css?5b26173937680c0f1ce985cf96253c9e)
14:03:35	238/238	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-tl.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-tl.png	(from http://lasik2c.com/plugins/system/jcemediabox/themes/light/css/style.css?5b26173937680c0f1ce985cf96253c9e)
14:03:35	251/251	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-tr.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-tr.png	(from http://lasik2c.com/plugins/system/jcemediabox/themes/light/css/style.css?5b26173937680c0f1ce985cf96253c9e)
14:03:35	244/244	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-bl.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-bl.png	(from http://lasik2c.com/plugins/system/jcemediabox/themes/light/css/style.css?5b26173937680c0f1ce985cf96253c9e)
14:03:36	250/250	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-br.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-br.png	(from http://lasik2c.com/plugins/system/jcemediabox/themes/light/css/style.css?5b26173937680c0f1ce985cf96253c9e)
14:03:36	72/72	---M--	200	added ('OK')	image/gif	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-tl.gif	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-tl.gif	(from http://lasik2c.com/plugins/system/jcemediabox/themes/light/css/style.css?5b26173937680c0f1ce985cf96253c9e)
14:03:36	71/71	---M--	200	added ('OK')	image/gif	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-tr.gif	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-tr.gif	(from http://lasik2c.com/plugins/system/jcemediabox/themes/light/css/style.css?5b26173937680c0f1ce985cf96253c9e)
14:03:36	71/71	---M--	200	added ('OK')	image/gif	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-bl.gif	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-bl.gif	(from http://lasik2c.com/plugins/system/jcemediabox/themes/light/css/style.css?5b26173937680c0f1ce985cf96253c9e)
14:03:36	71/71	---M--	200	added ('OK')	image/gif	date:Wed,%2008%20Apr%202015%2007:12:30%20GMT	http://lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-br.gif	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/jcemediabox/themes/light/img/tip-br.gif	(from http://lasik2c.com/plugins/system/jcemediabox/themes/light/css/style.css?5b26173937680c0f1ce985cf96253c9e)
14:03:37	2128/2128	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2019%20Jan%202015%2002:56:08%20GMT	http://lasik2c.com/plugins/system/rokbox/assets/fonts/rokbox.eot	C:/My%20Web%20Sites/lasik2c/lasik2c.com/plugins/system/rokbox/assets/fonts/rokbox.eot	(from http://lasik2c.com/plugins/system/rokbox/assets/styles/rokbox.css)
14:03:38	168448/168448	---M--	200	added ('OK')	application/msword	date:Wed,%2028%20Jan%202015%2006:51:43%20GMT	http://lasik2c.com/images/Forms/lasik_patient_packet.doc	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/Forms/lasik_patient_packet.doc	(from http://lasik2c.com/)
14:03:43	37405/37405	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2019%20Jan%202015%2002:33:58%20GMT	http://lasik2c.com/libraries/gantry/assets/jui/fonts/fontawesome-webfont.eot?v=3.2.1	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/gantry/assets/jui/fonts/fontawesome-webfontf77b.eot	(from http://lasik2c.com/templates/rt_diametric/css-compiled/master.css)
14:03:44	37405/37405	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2019%20Jan%202015%2002:33:58%20GMT	http://lasik2c.com/libraries/gantry/assets/jui/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/gantry/assets/jui/fonts/fontawesome-webfontd41d.eot	(from http://lasik2c.com/templates/rt_diametric/css-compiled/master.css)
14:03:51	43572/43572	---M--	200	added ('OK')	application/x-font-woff	date:Mon,%2019%20Jan%202015%2002:34:01%20GMT	http://lasik2c.com/libraries/gantry/assets/jui/fonts/fontawesome-webfont.woff?v=3.2.1	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/gantry/assets/jui/fonts/fontawesome-webfontf77b.woff	(from http://lasik2c.com/templates/rt_diametric/css-compiled/master.css)
14:03:52	197829/197829	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2019%20Jan%202015%2002:33:59%20GMT	http://lasik2c.com/libraries/gantry/assets/jui/fonts/fontawesome-webfont.svg	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/gantry/assets/jui/fonts/fontawesome-webfont.svg	(from http://lasik2c.com/templates/rt_diametric/css-compiled/master.css)
14:03:53	1845/1845	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2002:35:23%20GMT	http://lasik2c.com/libraries/gantry/images/iphone/switcher.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/gantry/images/iphone/switcher.png	(from http://lasik2c.com/templates/rt_diametric/css/gantry-core.css)
14:03:54	828/828	---M--	200	added ('OK')	image/gif	date:Mon,%2019%20Jan%202015%2003:00:19%20GMT	http://lasik2c.com/templates/rt_diametric/images/spinner.gif	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/spinner.gif	(from http://lasik2c.com/templates/rt_diametric/css/joomla-core.css)
14:03:54	466/466	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2002:59:48%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/light/article-icons.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/light/article-icons.png	(from http://lasik2c.com/templates/rt_diametric/css/joomla-core.css)
14:03:55	30900/30900	---MCZ	404	error ('Category%20not%20found')	text/html	date:Fri,%2015%20Jan%202016%2020:03:56%20GMT	http://lasik2c.com/templates/rt_diametric/images/home.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/home.png	(from http://lasik2c.com/templates/rt_diametric/css/joomla-core.css)
14:03:55	198/198	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:49%20GMT	http://lasik2c.com/templates/system/images/selector-arrow.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/system/images/selector-arrow.png	(from http://lasik2c.com/templates/rt_diametric/css/joomla-core.css)
14:03:55	328/328	---M--	200	added ('OK')	image/gif	date:Mon,%2010%20Aug%202009%2022:59:29%20GMT	http://openid.net/images/login-bg.gif	C:/My%20Web%20Sites/lasik2c/openid.net/images/login-bg.gif	(from http://lasik2c.com/templates/rt_diametric/css/joomla-core.css)
14:03:58	79076/79076	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2019%20Jan%202015%2002:34:00%20GMT	http://lasik2c.com/libraries/gantry/assets/jui/fonts/fontawesome-webfont.ttf?v=3.2.1	C:/My%20Web%20Sites/lasik2c/lasik2c.com/libraries/gantry/assets/jui/fonts/fontawesome-webfontf77b.ttf	(from http://lasik2c.com/templates/rt_diametric/css-compiled/master.css)
14:03:58	645447/645447	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202015%2002:58:40%20GMT	http://lasik2c.com/images/slider/sea.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/images/slider/sea.png	(from http://lasik2c.com/)
14:03:59	21689/21689	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:11%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/leather.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/leather.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:03:59	4301/4301	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:09%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/diagonal.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/diagonal.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:03:59	2236/2236	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:10%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/grip.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/grip.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:00	4972/4972	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:13%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/plaid-fabric.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/plaid-fabric.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:02	22466/22466	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:08%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/denim.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/denim.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:08	54965/54965	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:12%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/metal.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/metal.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:08	40363/40363	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:14%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/ravenna.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/ravenna.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:09	51917/51917	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:14%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/planks.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/planks.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:09	162/162	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:15%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/rubber.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/rubber.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:12	20002/20002	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:16%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/vertical-linen.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/vertical-linen.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:13	7741/7741	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:17%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/woven-fabric.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/woven-fabric.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:14	645/645	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:08%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/carbon.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/carbon.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:17	56834/56834	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:15%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/rough-fabric.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/rough-fabric.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:18	8621/8621	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:09%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/elegant.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/elegant.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:20	38636/38636	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:09%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/dustnscratches.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/dustnscratches.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:20	69087/69087	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:17%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/wood.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/wood.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:21	2380/2380	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:13%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/plaid.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/plaid.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
14:04:24	24447/24447	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Jan%202015%2003:00:12%20GMT	http://lasik2c.com/templates/rt_diametric/images/overlays/patterns/noise.png	C:/My%20Web%20Sites/lasik2c/lasik2c.com/templates/rt_diametric/images/overlays/patterns/noise.png	(from http://lasik2c.com/templates/rt_diametric/css/overlays.css)
